id,price
54273,4037.4492
54274,4260.5034
54275,5046.295
54276,8665.152
54277,7442.2095
54278,11077.108
54279,7301.653
54280,6829.713
54281,2578.2166
54282,9667.071
54283,8158.133
54284,2258.5361
54285,7128.324
54286,7729.698
54287,7874.778
54288,12625.009
54289,12532.994
54290,5261.2393
54291,4159.0957
54292,10864.702
54293,8074.505
54294,3030.566
54295,7667.7886
54296,10780.317
54297,4463.6777
54298,2839.0522
54299,2558.389
54300,7733.841
54301,10505.436
54302,8779.191
54303,9982.131
54304,9975.36
54305,10404.352
54306,4391.404
54307,5429.259
54308,1781.7493
54309,4746.575
54310,3168.1545
54311,11091.769
54312,3408.3135
54313,3688.298
54314,8981.234
54315,11681.387
54316,3679.7488
54317,8218.299
54318,8973.403
54319,2462.8855
54320,11144.093
54321,7847.6836
54322,3351.83
54323,6790.513
54324,10906.944
54325,11478.931
54326,3191.3938
54327,10080.478
54328,3953.5178
54329,7356.052
54330,3321.121
54331,9807.323
54332,2408.5723
54333,10536.77
54334,7490.3027
54335,5226.006
54336,4474.111
54337,1698.0583
54338,9340.301
54339,9906.713
54340,1842.4574
54341,12792.947
54342,10707.851
54343,4446.0044
54344,12030.104
54345,2216.977
54346,10326.187
54347,3856.605
54348,4787.7837
54349,4197.585
54350,11204.586
54351,3448.2373
54352,7563.767
54353,9998.036
54354,6237.958
54355,1988.3137
54356,9834.086
54357,9585.684
54358,8800.179
54359,1805.3923
54360,7917.107
54361,9900.658
54362,11893.622
54363,12076.972
54364,3317.9048
54365,4042.5803
54366,11721.075
54367,3898.5957
54368,4255.502
54369,3865.693
54370,3642.7136
54371,5816.0034
54372,7005.8115
54373,9434.614
54374,3441.0688
54375,8984.262
54376,4507.1333
54377,5997.9204
54378,4627.66
54379,2631.6396
54380,2281.457
54381,11111.978
54382,3157.3286
54383,9595.812
54384,3937.826
54385,4464.76
54386,2020.9679
54387,2366.4404
54388,13067.954
54389,1249.2493
54390,10862.763
54391,2191.8887
54392,4432.8813
54393,4194.428
54394,3472.4524
54395,7059.531
54396,10229.833
54397,9885.454
54398,7034.5776
54399,11408.886
54400,2644.8867
54401,8391.733
54402,3642.976
54403,10726.393
54404,6004.6655
54405,2751.794
54406,10952.33
54407,2486.5535
54408,9988.578
54409,2566.2864
54410,9772.794
54411,3111.4597
54412,9956.561
54413,7456.7085
54414,5595.244
54415,3706.1611
54416,10134.064
54417,3589.4836
54418,1525.7
54419,2408.3794
54420,10470.078
54421,2780.8633
54422,6283.5117
54423,2602.506
54424,8778.505
54425,7149.168
54426,2743.2644
54427,2290.3416
54428,1594.626
54429,2681.8623
54430,2172.0186
54431,1596.9781
54432,2751.2178
54433,8119.8774
54434,7065.491
54435,3290.336
54436,3736.3296
54437,3405.1292
54438,7537.421
54439,5586.614
54440,7183.8916
54441,4906.1963
54442,8174.947
54443,4173.836
54444,2864.508
54445,7159.182
54446,4159.553
54447,6724.8457
54448,5151.8467
54449,2160.6714
54450,7261.5093
54451,1346.8616
54452,1513.1237
54453,4087.8345
54454,5863.7627
54455,2251.31
54456,6294.548
54457,8114.6816
54458,3495.51
54459,7862.1636
54460,9613.442
54461,1519.3391
54462,6815.341
54463,10191.077
54464,4870.199
54465,9841.082
54466,10801.271
54467,6240.0713
54468,3789.758
54469,6063.824
54470,3423.1345
54471,8777.747
54472,4471.128
54473,4210.817
54474,11485.348
54475,7263.725
54476,3907.0315
54477,6361.884
54478,8027.866
54479,5342.1074
54480,3671.8447
54481,2390.735
54482,4956.2666
54483,6868.149
54484,2474.96
54485,7469.024
54486,3201.6729
54487,7955.329
54488,1443.5912
54489,2876.8564
54490,3676.274
54491,2051.348
54492,8323.636
54493,13405.846
54494,3921.733
54495,8371.245
54496,4152.6733
54497,7878.3477
54498,11368.857
54499,7554.314
54500,7172.3994
54501,3963.7988
54502,5122.62
54503,10914.832
54504,3772.192
54505,4533.9756
54506,8175.538
54507,9011.239
54508,5440.151
54509,2235.8916
54510,9002.417
54511,4399.3545
54512,7685.972
54513,4821.8306
54514,3671.2568
54515,1326.947
54516,6458.36
54517,1442.3064
54518,8604.81
54519,4169.8545
54520,4093.474
54521,6838.357
54522,8030.1924
54523,7289.3125
54524,6780.273
54525,3685.6323
54526,7475.901
54527,11884.805
54528,7080.3564
54529,7926.165
54530,5343.9404
54531,5848.4443
54532,13011.963
54533,2496.0452
54534,3419.4602
54535,10744.498
54536,826.95325
54537,8966.014
54538,7812.6294
54539,4389.166
54540,2209.2234
54541,2896.9836
54542,12702.873
54543,3572.7854
54544,5199.2964
54545,1201.4594
54546,3097.009
54547,4833.285
54548,7844.745
54549,4748.9424
54550,3328.4531
54551,1771.7552
54552,8088.8145
54553,8012.651
54554,1072.4954
54555,11956.826
54556,6495.2305
54557,1242.3818
54558,11269.023
54559,5882.6616
54560,2288.1492
54561,6599.7715
54562,10334.921
54563,1929.4229
54564,1793.4116
54565,2273.9016
54566,2639.9297
54567,10859.164
54568,7167.584
54569,1960.1002
54570,8749.535
54571,10604.149
54572,9069.701
54573,4619.9795
54574,11496.236
54575,8082.587
54576,1467.4089
54577,8699.578
54578,5480.8276
54579,8784.829
54580,1624.7092
54581,2097.9785
54582,9709.324
54583,9379.305
54584,11460.39
54585,6824.4375
54586,5561.191
54587,9139.745
54588,7793.617
54589,6876.9604
54590,10412.727
54591,2754.983
54592,3139.9502
54593,9061.646
54594,11320.787
54595,5492.8755
54596,4385.9614
54597,6503.4644
54598,5452.6685
54599,12155.658
54600,2495.6582
54601,9978.554
54602,7872.8325
54603,11873.4
54604,5771.5674
54605,3017.2864
54606,2365.1226
54607,6581.2964
54608,9628.986
54609,10595.409
54610,2174.6968
54611,4384.571
54612,2355.461
54613,4270.6826
54614,1579.0762
54615,1979.5461
54616,4990.5
54617,11022.838
54618,5393.3584
54619,1325.894
54620,2619.006
54621,2895.7507
54622,4533.9756
54623,9088.048
54624,4325.7573
54625,3763.5127
54626,5550.3813
54627,8936.249
54628,4638.689
54629,3117.7883
54630,3726.8936
54631,8390.37
54632,9692.115
54633,2225.7827
54634,7213.8086
54635,6204.5605
54636,2030.6
54637,6611.5645
54638,11831.249
54639,5470.1978
54640,8848.075
54641,5385.448
54642,5637.5435
54643,2706.1582
54644,2338.3762
54645,8655.727
54646,2191.1504
54647,5066.332
54648,3307.4434
54649,8921.261
54650,14325.1455
54651,1779.4778
54652,927.5968
54653,7626.4756
54654,10455.338
54655,6950.567
54656,3021.777
54657,6046.6416
54658,9878.939
54659,5902.787
54660,8528.212
54661,2816.7869
54662,3121.3281
54663,4393.5176
54664,7671.6777
54665,3794.1045
54666,5653.594
54667,7733.041
54668,4860.247
54669,10780.484
54670,6291.067
54671,6155.1978
54672,7697.8535
54673,6812.8394
54674,6116.628
54675,3418.3403
54676,1905.7363
54677,11965.906
54678,12317.549
54679,6877.1333
54680,1886.7046
54681,12028.811
54682,6833.663
54683,9077.908
54684,2313.0674
54685,8544.53
54686,3762.5234
54687,1901.5352
54688,5184.888
54689,3533.1174
54690,11921.373
54691,5752.1064
54692,3705.5708
54693,3537.5208
54694,6276.119
54695,5029.3887
54696,2185.331
54697,12137.943
54698,11051.962
54699,11884.104
54700,8539.947
54701,9006.084
54702,4073.6162
54703,6986.1284
54704,6341.0425
54705,1880.4052
54706,7853.967
54707,10837.221
54708,8849.498
54709,9136.3
54710,11158.199
54711,10169.134
54712,2188.197
54713,2282.5552
54714,8228.79
54715,6967.243
54716,9023.875
54717,2513.0413
54718,2624.6804
54719,2351.552
54720,6263.6567
54721,6151.551
54722,1468.7587
54723,9988.863
54724,2910.85
54725,7411.8574
54726,10486.721
54727,3215.0513
54728,1477.1301
54729,4083.342
54730,6883.482
54731,1814.3835
54732,6664.8037
54733,3416.3574
54734,5559.7617
54735,4457.1724
54736,2920.3154
54737,3938.0225
54738,10081.564
54739,4202.123
54740,417.97888
54741,4879.4824
54742,1209.0483
54743,8767.357
54744,4069.0815
54745,5363.836
54746,7594.565
54747,6854.5527
54748,1889.408
54749,1920.2512
54750,8223.648
54751,5069.685
54752,5332.166
54753,2398.067
54754,2775.6787
54755,4081.7627
54756,2091.274
54757,4536.592
54758,1333.4114
54759,2224.0547
54760,1464.4353
54761,2344.5645
54762,4605.505
54763,2379.0737
54764,10242.135
54765,7629.1953
54766,5887.3125
54767,2377.353
54768,10650.069
54769,10348.413
54770,5893.426
54771,6514.552
54772,1595.3828
54773,1787.6677
54774,1499.8204
54775,7069.3955
54776,9311.048
54777,1725.2953
54778,10780.483
54779,7058.7407
54780,2142.0454
54781,11880.193
54782,2541.3892
54783,9319.206
54784,4015.8389
54785,7137.5557
54786,9270.783
54787,2941.7427
54788,2198.961
54789,1401.654
54790,6992.7983
54791,7334.2734
54792,3180.6155
54793,3915.6182
54794,1443.2069
54795,11904.018
54796,10379.365
54797,4198.7153
54798,7562.539
54799,11626.163
54800,5593.5264
54801,4037.0828
54802,1587.8383
54803,8109.404
54804,1313.976
54805,5453.101
54806,6380.9185
54807,2078.118
54808,8307.826
54809,8672.161
54810,7025.849
54811,2528.848
54812,3441.8972
54813,3054.375
54814,4312.6016
54815,6548.2637
54816,2069.1934
54817,9491.992
54818,6805.5146
54819,2540.4084
54820,7478.003
54821,3290.8274
54822,4849.572
54823,7157.115
54824,11627.512
54825,7363.082
54826,10959.355
54827,9217.467
54828,5027.706
54829,8628.473
54830,2980.7358
54831,3966.3635
54832,11592.965
54833,3120.0588
54834,4914.5195
54835,4697.264
54836,8186.6167
54837,5028.575
54838,2512.887
54839,2288.718
54840,9263.826
54841,8157.048
54842,11129.746
54843,7786.85
54844,10267.482
54845,8486.326
54846,5948.8154
54847,1573.896
54848,1883.6005
54849,8472.485
54850,6196.614
54851,11112.887
54852,3092.0994
54853,11291.84
54854,7568.985
54855,1116.2705
54856,10277.948
54857,2518.9792
54858,3086.0884
54859,4527.599
54860,1058.2306
54861,6806.843
54862,2599.0083
54863,9634.494
54864,4695.6777
54865,2509.2437
54866,7655.2266
54867,6317.826
54868,5820.1484
54869,10033.58
54870,9129.462
54871,10024.979
54872,5947.587
54873,1129.6699
54874,6237.878
54875,6890.336
54876,4823.4883
54877,5444.063
54878,4083.026
54879,5990.303
54880,9166.684
54881,3584.7634
54882,7250.6533
54883,3914.8604
54884,3867.3003
54885,3264.5825
54886,12303.55
54887,4378.963
54888,12772.138
54889,2558.7144
54890,7430.22
54891,6095.3643
54892,11884.666
54893,3226.9424
54894,1865.4478
54895,4509.3164
54896,5289.2617
54897,3732.2585
54898,2049.1313
